id_delivery,lat,lng,timestamp
1,35.577261,51.356214,1725267952
1,35.577377,51.355491,1725267982
1,35.577493,51.354769,1725268012
1,35.577608,51.354046,1725268042
1,35.577724,51.353323,1725268072
1,35.577839,51.352601,1725268102
1,35.577955,51.351878,1725268132
1,35.578070,51.351156,1725268162
1,35.578186,51.350433,1725268192
1,35.578302,51.349710,1725268222
1,35.578417,51.348988,1725268252
1,35.578533,51.348265,1725268282
1,35.578648,51.347543,1725268312
1,35.578764,51.346820,1725268342
1,35.578880,51.346097,1725268372
1,35.578995,51.345375,1725268402
1,35.579111,51.344652,1725268432
1,35.579226,51.343930,1725268462
1,35.579342,51.343207,1725268492
1,35.579457,51.342485,1725268522
1,35.579573,51.341762,1725268552
1,35.579689,51.341039,1725268582
1,35.579804,51.340317,1725268612
1,35.579920,51.339594,1725268642
1,35.580035,51.338872,1725268672
1,35.580151,51.338149,1725268702
1,35.580267,51.337426,1725268732
1,35.580382,51.336704,1725268762
1,35.580498,51.335981,1725268792
1,35.580613,51.335259,1725268822
1,35.580729,51.334536,1725268852
1,35.580844,51.333813,1725268882
1,35.580960,51.333091,1725268912
1,35.581076,51.332368,1725268942
1,35.581191,51.331646,1725268972
1,35.581307,51.330923,1725269002
1,35.581422,51.330201,1725269032
1,35.581538,51.329478,1725269062
1,35.581653,51.328755,1725269092
1,35.581769,51.328033,1725269122
1,35.581885,51.327310,1725269152
1,35.582000,51.326588,1725269182
1,35.582116,51.325865,1725269212
1,35.582231,51.325142,1725269242
1,35.582347,51.324420,1725269272
1,35.582463,51.323697,1725269302
1,35.582578,51.322975,1725269332
1,35.582694,51.322252,1725269362
1,35.582809,51.321529,1725269392
1,35.582925,51.320807,1725269422
1,35.583040,51.320084,1725269452
1,35.583156,51.319362,1725269482
1,35.583272,51.318639,1725269512
1,35.583387,51.317917,1725269542
1,35.583503,51.317194,1725269572
1,35.583618,51.316471,1725269602
1,35.583734,51.315749,1725269632
1,35.583850,51.315026,1725269662
1,35.583965,51.314304,1725269692
1,35.584081,51.313581,1725269722
1,35.584196,51.312858,1725269752
1,35.584312,51.312136,1725269782
1,35.584427,51.311413,1725269812
1,35.584543,51.310691,1725269842
1,35.584659,51.309968,1725269872
1,35.584774,51.309245,1725269902
1,35.584890,51.308523,1725269932
1,35.585005,51.307800,1725269962
1,35.585121,51.307078,1725269992
1,35.585237,51.306355,1725270022
1,35.585352,51.305633,1725270052
1,35.585468,51.304910,1725270082
1,35.585583,51.304187,1725270112
1,35.585699,51.303465,1725270142
1,35.585814,51.302742,1725270172
1,35.585930,51.302020,1725270202
1,35.586046,51.301297,1725270232
1,35.586161,51.300574,1725270262
1,35.586277,51.299852,1725270292
1,35.586392,51.299129,1725270322
1,35.586508,51.298407,1725270352
1,35.586624,51.297684,1725270382
1,35.586739,51.296962,1725270412
1,35.586855,51.296239,1725270442
1,35.586970,51.295516,1725270472
1,35.587086,51.294794,1725270502
1,35.587201,51.294071,1725270532
1,35.587317,51.293349,1725270562
1,35.587433,51.292626,1725270592
1,35.587548,51.291903,1725270622
