id_delivery,lat,lng,timestamp
1,35.577261357387705,51.35621368949763,1725267952
1,35.57737693986339,51.35549110186449,1725267982
1,35.577492522339085,51.35476851423134,1725268012
1,35.57760810481477,51.3540459265982,1725268042
1,35.57772368729046,51.35332333896505,1725268072
1,35.57783926976615,51.352600751331906,1725268102
1,35.57795485224184,51.35187816369876,1725268132
1,35.578070434717525,51.351155576065615,1725268162
1,35.57818601719322,51.350432988432466,1725268192
1,35.578301599668904,51.349710400799324,1725268222
1,35.5784171821446,51.348987813166175,1725268252
1,35.578532764620284,51.348265225533034,1725268282
1,35.57864834709597,51.347542637899885,1725268312
1,35.578763929571664,51.34682005026674,1725268342
1,35.57887951204735,51.346097462633594,1725268372
1,35.57899509452304,51.34537487500045,1725268402
1,35.57911067699873,51.3446522873673,1725268432
1,35.57922625947442,51.34392969973416,1725268462
1,35.579341841950104,51.34320711210101,1725268492
1,35.5794574244258,51.34248452446787,1725268522
1,35.579573006901484,51.34176193683472,1725268552
1,35.57968858937717,51.34103934920158,1725268582
1,35.579804171852864,51.34031676156843,1725268612
1,35.57991975432855,51.33959417393529,1725268642
1,35.58003533680424,51.33887158630214,1725268672
1,35.58015091927993,51.338148998669,1725268702
1,35.58026650175562,51.33742641103585,1725268732
1,35.58038208423131,51.33670382340271,1725268762
1,35.580497666707,51.33598123576956,1725268792
1,35.58061324918268,51.33525864813642,1725268822
1,35.58072883165838,51.33453606050327,1725268852
1,35.58084441413406,51.333813472870126,1725268882
1,35.58095999660975,51.33309088523698,1725268912
1,35.58107557908544,51.332368297603836,1725268942
1,35.58119116156113,51.331645709970694,1725268972
1,35.581306744036816,51.330923122337545,1725269002
1,35.58142232651251,51.3302005347044,1725269032
1,35.581537908988196,51.329477947071254,1725269062
1,35.58165349146388,51.32875535943811,1725269092
1,35.581769073939576,51.32803277180496,1725269122
1,35.58188465641526,51.32731018417182,1725269152
1,35.58200023889095,51.32658759653867,1725269182
1,35.58211582136664,51.32586500890553,1725269212
1,35.58223140384233,51.32514242127238,1725269242
1,35.58234698631802,51.32441983363924,1725269272
1,35.58246256879371,51.32369724600609,1725269302
1,35.582578151269395,51.32297465837295,1725269332
1,35.58269373374509,51.3222520707398,1725269362
1,35.582809316220775,51.32152948310666,1725269392
1,35.58292489869646,51.32080689547351,1725269422
1,35.583040481172155,51.32008430784037,1725269452
1,35.58315606364784,51.31936172020722,1725269482
1,35.58327164612353,51.31863913257408,1725269512
1,35.58338722859922,51.31791654494093,1725269542
1,35.58350281107491,51.317193957307786,1725269572
1,35.583618393550594,51.31647136967464,1725269602
1,35.58373397602629,51.315748782041496,1725269632
1,35.583849558501974,51.31502619440835,1725269662
1,35.58396514097767,51.314303606775205,1725269692
1,35.584080723453354,51.313581019142056,1725269722
1,35.58419630592904,51.312858431508914,1725269752
1,35.584311888404734,51.312135843875765,1725269782
1,35.58442747088042,51.31141325624262,1725269812
1,35.58454305335611,51.310690668609475,1725269842
1,35.5846586358318,51.30996808097633,1725269872
1,35.58477421830749,51.309245493343184,1725269902
1,35.58488980078317,51.30852290571004,1725269932
1,35.58500538325887,51.3078003180769,1725269962
1,35.58512096573455,51.30707773044375,1725269992
1,35.58523654821024,51.30635514281061,1725270022
1,35.58535213068593,51.30563255517746,1725270052
1,35.58546771316162,51.30490996754432,1725270082
1,35.585583295637306,51.30418737991117,1725270112
1,35.585698878113,51.30346479227803,1725270142
1,35.585814460588686,51.30274220464488,1725270172
1,35.58593004306438,51.30201961701174,1725270202
1,35.586045625540066,51.30129702937859,1725270232
1,35.58616120801575,51.30057444174545,1725270262
1,35.586276790491446,51.2998518541123,1725270292
1,35.58639237296713,51.299129266479156,1725270322
1,35.58650795544282,51.29840667884601,1725270352
